record_type,time,type,peer_address,prefix,next-hop,communities,as-path
update,1427376769.0,A,202.79.197.159,23.21.224.0/20,202.79.197.159,"{'24482:65301', '24482:13010', '24482:13011', '19996:19996', '24482:3'}",24482 40633 18978 6939 14618
update,1427376769.0,A,202.79.197.159,23.21.240.0/20,202.79.197.159,"{'24482:65301', '24482:13010', '24482:13011', '19996:19996', '24482:3'}",24482 40633 18978 6939 14618
update,1427376769.0,A,202.79.197.159,23.21.128.0/20,202.79.197.159,"{'24482:65301', '24482:13010', '24482:13011', '19996:19996', '24482:3'}",24482 40633 18978 6939 14618
update,1427376769.0,A,202.79.197.159,23.21.144.0/20,202.79.197.159,"{'24482:65301', '24482:13010', '24482:13011', '19996:19996', '24482:3'}",24482 40633 18978 6939 14618
update,1427376770.0,W,202.79.197.159,23.21.224.0/20,None,None,None
update,1427376771.0,W,202.79.197.159,23.21.240.0/20,None,None,None
update,1427376771.0,W,202.79.197.159,23.21.128.0/20,None,None,None
update,1427376771.0,W,202.79.197.159,23.21.144.0/20,None,None,None
update,1427376915.0,A,202.79.197.159,23.21.224.0/20,202.79.197.159,"{'24482:65301', '24482:13010', '24482:13011', '19996:19996', '24482:3'}",24482 40633 18978 6939 14618
update,1427376915.0,A,202.79.197.159,23.21.240.0/20,202.79.197.159,"{'24482:65301', '24482:13010', '24482:13011', '19996:19996', '24482:3'}",24482 40633 18978 6939 14618
update,1427376915.0,A,202.79.197.159,23.21.128.0/20,202.79.197.159,"{'24482:65301', '24482:13010', '24482:13011', '19996:19996', '24482:3'}",24482 40633 18978 6939 14618
update,1427376915.0,A,202.79.197.159,23.21.144.0/20,202.79.197.159,"{'24482:65301', '24482:13010', '24482:13011', '19996:19996', '24482:3'}",24482 40633 18978 6939 14618
update,1427376917.0,W,202.79.197.159,23.21.224.0/20,None,None,None
update,1427376917.0,W,202.79.197.159,23.21.240.0/20,None,None,None
update,1427376917.0,W,202.79.197.159,23.21.128.0/20,None,None,None
update,1427376917.0,W,202.79.197.159,23.21.144.0/20,None,None,None
update,1427377087.0,A,202.79.197.159,23.21.240.0/20,202.79.197.159,"{'24482:65301', '24482:13010', '24482:13011', '19996:19996', '24482:3'}",24482 40633 18978 6939 14618
update,1427377087.0,A,202.79.197.159,23.21.224.0/20,202.79.197.159,"{'24482:65301', '24482:13010', '24482:13011', '19996:19996', '24482:3'}",24482 40633 18978 6939 14618
update,1427377087.0,A,202.79.197.159,23.21.144.0/20,202.79.197.159,"{'24482:65301', '24482:13010', '24482:13011', '19996:19996', '24482:3'}",24482 40633 18978 6939 14618
update,1427377087.0,A,202.79.197.159,23.21.128.0/20,202.79.197.159,"{'24482:65301', '24482:13010', '24482:13011', '19996:19996', '24482:3'}",24482 40633 18978 6939 14618
update,1427377089.0,W,202.79.197.159,23.21.224.0/20,None,None,None
update,1427377089.0,W,202.79.197.159,23.21.240.0/20,None,None,None
update,1427377089.0,W,202.79.197.159,23.21.128.0/20,None,None,None
update,1427377089.0,W,202.79.197.159,23.21.144.0/20,None,None,None
update,1427377181.0,A,202.79.197.159,23.21.224.0/20,202.79.197.159,"{'24482:65301', '24482:13010', '24482:13011', '19996:19996', '24482:3'}",24482 40633 18978 6939 14618
update,1427377181.0,A,202.79.197.159,23.21.240.0/20,202.79.197.159,"{'24482:65301', '24482:13010', '24482:13011', '19996:19996', '24482:3'}",24482 40633 18978 6939 14618
